% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
1873,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,2
1874,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,2
1876,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,2
1877,I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,1
1878,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,2
1880,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,2
1881,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,1
1882,M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,1
1883,M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,1
1884,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,1
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,2
1886,M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,2
1889,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,1
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,3
1891,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,2
1892,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,2
1894,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,3
1895,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,3
1896,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,2
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,3
1898,F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,2
1899,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,2
1902,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,3
1903,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,2
1904,F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,2
1905,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,2
1906,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,3
1907,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,2
1909,F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,2
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,2
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,2
1912,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,2
1913,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,2
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,3
1916,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,3
1918,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,3
1919,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,2
1921,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,2
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,1
1923,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,2
1924,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,1
1925,F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,3
1926,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,3
1927,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,2
1929,M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,2
1930,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,3
1931,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,2
1933,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,3
1936,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,3
1937,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,2
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,2
1940,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,3
1941,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,3
1945,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,3
1947,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,3
1948,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,2
1949,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,3
1950,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,2
1951,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,2
1952,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,2
1953,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,2
1954,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,3
1955,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,3
1956,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,3
1957,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,3
1958,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,2
1959,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,3
1960,F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,2
1961,F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,3
1962,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,2
1963,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,2
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,2
1965,M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,3
1966,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,2
1967,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,3
1969,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,3
1971,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,3
1972,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,3
1973,M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,2
1974,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,2
1977,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,3
1978,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,3
1979,M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,3
1980,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,2
1981,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,3
1982,M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,3
1983,F,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,3
1985,M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,3
1986,I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,1
1987,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,1
1988,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,1
1991,I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,1
1992,I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,1
1993,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,1
1995,I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,1
1996,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,1
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,1
1999,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,1
2002,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,1
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,1
2004,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,1
2005,I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,1
2006,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,1
2008,I,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,1
2009,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,1
2010,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,1
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,1
2012,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,1
2013,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,2
2014,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,2
2015,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,1
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,2
2018,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,2
2019,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,2
2020,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,2
2022,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,2
2023,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,2
2024,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,3
2025,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,2
2027,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,2
2028,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,2
2029,M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,2
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,2
2031,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,2
2034,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,3
2037,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,1
2038,I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,1
2041,I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,1
2042,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,1
2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,1
2044,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,1
2045,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,1
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,1
2047,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,1
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,1
2053,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,1
2056,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,1
2057,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,1
2059,I,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,1
2061,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,1
2062,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,1
2063,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,1
2064,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,1
2065,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,1
2066,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,2
2067,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,2
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,2
2069,M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,2
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,3
2071,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,2
2073,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,1
2074,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,3
2076,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,2
2077,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,1
2078,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,1
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,2
2082,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,2
2083,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,3
2084,F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,3
2085,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,2
2086,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,2
2087,M,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,3
2088,F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,3
2090,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,3
2091,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,1
2092,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,2
2093,F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,3
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,1
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,1
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,3
2097,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,1
2098,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,1
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,2
2101,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,3
2102,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,2
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,2
2104,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,3
2105,M,0.585,0.48,0.185,1.04,0.434,0.265,0.285,2
2107,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,3
2109,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,3
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,1
2111,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,2
2112,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,1
2113,I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,1
2114,I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,1
2115,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,1
2117,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,1
2118,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,1
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,2
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,2
2123,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,1
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,1
2126,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,2
2127,I,0.4,0.31,0.1,0.127,0.106,0.071,0.085,1
2129,M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,3
2130,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,2
2131,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,1
2132,F,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,2
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,3
2138,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,3
2139,M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,3
2140,F,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,2
2141,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,1
2143,M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,2
2144,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,2
2146,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,3
2147,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,3
2148,M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,1
2149,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,1
2153,I,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,1
2154,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,2
2155,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,3
2156,M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,3
2157,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,3
2159,F,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,3
2160,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,3
2162,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,3
2163,F,0.55,0.47,0.15,0.897,0.377,0.184,0.29,2
2164,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,1
2166,I,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,1
2167,F,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,1
2168,M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,1
2169,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,1
2170,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,1
2171,I,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,1
2172,I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,1
2174,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,3
2176,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,3
2177,F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,3
2178,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,3
2179,F,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,3
2181,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,3
2182,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,3
2183,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,1
2184,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,1
2185,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,2
2186,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,2
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,2
2191,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,3
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,3
2195,I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,1
2196,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,3
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,2
2198,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,1
2199,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,3
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,3
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,3
2205,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,1
2206,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,1
2207,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,1
2208,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,3
2210,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,3
2211,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,3
2212,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,3
2213,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,3
2214,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,1
2215,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,2
2216,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,1
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,3
2218,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,3
2220,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,1
2221,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,3
2222,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,3
2223,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,3
2224,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,2
2225,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,3
2226,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,1
2227,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,1
2228,F,0.505,0.39,0.175,0.692,0.267,0.15,0.215,3
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,1
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,3
2232,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,2
2233,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,3
2236,F,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,3
2237,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,3
2238,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,1
2239,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,1
2240,M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,3
2241,F,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,3
2242,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,1
2244,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,3
2245,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,2
2246,F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,2
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,2
2249,F,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,3
2250,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,3
2251,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,3
2252,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,3
2253,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,3
2254,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,3
2255,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,3
2256,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,1
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,3
2258,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,1
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,3
2260,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,2
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,3
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,3
2266,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,3
2267,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,3
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,3
2269,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,3
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,3
2271,F,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,3
2272,M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,3
2274,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,3
2276,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,3
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,3
2278,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,2
2279,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,2
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,1
